Code,Year,Name,Landfall Counts,Max Category Rating,Anomaly
AL051976,1976,UNNAMED,0,0,0.02
AL061976,1976,ANNA,0,0,0.02
AL071976,1976,BELLE,0,3,0.02
AL081976,1976,DOTTIE,0,0,0.02
AL091976,1976,CANDICE,0,1,0.02
AL101976,1976,EMMY,0,2,0.02
AL111976,1976,FRANCES,0,3,0.02
AL121976,1976,UNNAMED,0,0,0.02
AL131976,1976,UNNAMED,0,0,0.02
AL141976,1976,UNNAMED,0,0,0.02
AL151976,1976,UNNAMED,0,0,0.02
AL161976,1976,UNNAMED,0,0,0.02
AL171976,1976,GLORIA,0,2,0.02
AL181976,1976,UNNAMED,0,0,0.02
AL191976,1976,UNNAMED,0,0,0.02
AL201976,1976,UNNAMED,0,0,0.02
AL211976,1976,HOLLY,0,1,0.02
AL011977,1977,UNNAMED,0,0,0.2
AL021977,1977,UNNAMED,0,0,0.2
AL031977,1977,UNNAMED,0,0,0.2
AL041977,1977,UNNAMED,0,0,0.2
AL051977,1977,ANITA,0,5,0.2
AL061977,1977,BABE,0,1,0.2
AL071977,1977,CLARA,0,1,0.2
AL081977,1977,UNNAMED,0,0,0.2
AL091977,1977,UNNAMED,0,0,0.2
AL101977,1977,DOROTHY,0,1,0.2
AL111977,1977,UNNAMED,0,0,0.2
AL121977,1977,UNNAMED,0,0,0.2
AL131977,1977,EVELYN,0,1,0.2
AL141977,1977,FRIEDA,0,0,0.2
AL151977,1977,UNNAMED,0,0,0.2
AL011978,1978,UNNAMED,0,0,0.14
AL021978,1978,UNNAMED,0,0,0.14
AL031978,1978,UNNAMED,0,0,0.14
AL041978,1978,AMELIA,0,0,0.14
AL051978,1978,BESS,0,0,0.14
AL061978,1978,CORA,0,1,0.14
AL071978,1978,UNNAMED,0,0,0.14
AL081978,1978,UNNAMED,0,0,0.14
AL091978,1978,DEBRA,0,0,0.14
AL101978,1978,ELLA,0,4,0.14
AL111978,1978,UNNAMED,0,0,0.14
AL121978,1978,UNNAMED,0,0,0.14
AL131978,1978,FLOSSIE,0,2,0.14
AL141978,1978,UNNAMED,0,0,0.14
AL151978,1978,HOPE,0,0,0.14
AL161978,1978,GRETA,0,4,0.14
AL171978,1978,UNNAMED,0,0,0.14
AL181978,1978,UNNAMED,0,0,0.14
AL191978,1978,IRMA,0,0,0.14
AL201978,1978,JULIET,0,0,0.14
AL211978,1978,UNNAMED,0,0,0.14
AL221978,1978,UNNAMED,0,0,0.14
AL231978,1978,KENDRA,0,1,0.14
AL241978,1978,UNNAMED,0,0,0.14
AL011979,1979,UNNAMED,0,0,0.27
AL021979,1979,ANA,0,0,0.27
AL031979,1979,UNNAMED,0,0,0.27
AL041979,1979,BOB,0,1,0.27
AL051979,1979,UNNAMED,0,0,0.27
AL061979,1979,CLAUDETTE,0,0,0.27
AL071979,1979,UNNAMED,0,0,0.27
AL081979,1979,UNNAMED,0,0,0.27
AL091979,1979,DAVID,0,5,0.27
AL101979,1979,UNNAMED,0,0,0.27
AL111979,1979,FREDERIC,0,4,0.27
AL121979,1979,ELENA,0,0,0.27
AL131979,1979,UNNAMED,0,0,0.27
AL141979,1979,GLORIA,0,2,0.27
AL151979,1979,HENRI,0,1,0.27
AL161979,1979,UNNAMED,0,0,0.27
AL171979,1979,UNNAMED,0,0,0.27
AL181979,1979,UNNAMED,0,1,0.27
AL191979,1979,UNNAMED,0,0,0.27
AL201979,1979,UNNAMED,0,0,0.27
AL011980,1980,UNNAMED,0,0,0.28
AL021980,1980,UNNAMED,0,0,0.28
AL031980,1980,UNNAMED,0,0,0.28
AL041980,1980,ALLEN,0,5,0.28
AL051980,1980,UNNAMED,0,0,0.28
AL061980,1980,BONNIE,0,2,0.28
AL071980,1980,CHARLEY,0,1,0.28
AL081980,1980,UNNAMED,0,0,0.28
AL091980,1980,GEORGES,0,1,0.28
AL101980,1980,EARL,0,1,0.28
AL111980,1980,DANIELLE,0,0,0.28
AL121980,1980,FRANCES,0,3,0.28
AL131980,1980,HERMINE,0,0,0.28
AL141980,1980,IVAN,0,2,0.28
AL151980,1980,UNNAMED,0,0,0.28
AL161980,1980,JEANNE,0,2,0.28
AL171980,1980,UNNAMED,0,0,0.28
AL181980,1980,KARL,0,1,0.28
AL011981,1981,UNNAMED,0,0,0.25
AL021981,1981,UNNAMED,0,0,0.25
AL031981,1981,ARLENE,0,0,0.25
AL041981,1981,UNNAMED,0,0,0.25
AL051981,1981,UNNAMED,0,0,0.25
AL061981,1981,BRET,0,0,0.25
AL071981,1981,UNNAMED,0,0,0.25
AL081981,1981,UNNAMED,0,0,0.25
AL091981,1981,CINDY,0,0,0.25
AL101981,1981,DENNIS,0,1,0.25
AL111981,1981,UNNAMED,0,0,0.25
AL121981,1981,UNNAMED,0,0,0.25
AL131981,1981,EMILY,0,1,0.25
AL141981,1981,FLOYD,0,3,0.25
AL151981,1981,GERT,0,2,0.25
AL161981,1981,HARVEY,0,4,0.25
AL171981,1981,UNNAMED,0,0,0.25
AL181981,1981,IRENE,0,3,0.25
AL191981,1981,UNNAMED,0,0,0.25
AL201981,1981,JOSE,0,0,0.25
AL211981,1981,KATRINA,0,1,0.25
AL221981,1981,UNNAMED,0,0,0.25
AL011982,1982,ALBERTO,0,1,0.24
AL021982,1982,UNNAMED,0,0,0.24
AL031982,1982,BERYL,0,0,0.24
AL041982,1982,UNNAMED,0,0,0.24
AL051982,1982,CHRIS,0,0,0.24
AL061982,1982,DEBBY,0,4,0.24
AL071982,1982,UNNAMED,0,0,0.24
AL081982,1982,ERNESTO,0,0,0.24
AL011983,1983,UNNAMED,0,0,0.32
AL021983,1983,UNNAMED,0,0,0.32
AL031983,1983,ALICIA,1,3,0.32
AL041983,1983,BARRY,2,1,0.32
AL051983,1983,CHANTAL,0,1,0.32
AL061983,1983,DEAN,0,0,0.32
AL011984,1984,UNNAMED,0,0,0.21
AL021984,1984,UNNAMED,0,0,0.21
AL031984,1984,UNNAMED,0,0,0.21
AL041984,1984,UNNAMED,0,0,0.21
AL051984,1984,UNNAMED,0,0,0.21
AL061984,1984,ARTHUR,0,0,0.21
AL071984,1984,BERTHA,0,0,0.21
AL081984,1984,CESAR,0,0,0.21
AL091984,1984,UNNAMED,0,0,0.21
AL101984,1984,DIANA,1,4,0.21
AL111984,1984,EDOUARD,0,0,0.21
AL121984,1984,FRAN,0,0,0.21
AL131984,1984,GUSTAV,0,0,0.21
AL141984,1984,HORTENSE,0,1,0.21
AL151984,1984,ISIDORE,0,0,0.21
AL161984,1984,JOSEPHINE,0,2,0.21
AL171984,1984,UNNAMED,0,0,0.21
AL181984,1984,KLAUS,0,1,0.21
AL191984,1984,UNNAMED,0,0,0.21
AL201984,1984,LILI,0,1,0.21
AL011985,1985,ANA,0,0,0.18
AL021985,1985,BOB,1,1,0.18
AL031985,1985,CLAUDETTE,0,1,0.18
AL041985,1985,DANNY,1,1,0.18
AL051985,1985,ELENA,1,3,0.18
AL061985,1985,UNNAMED,0,0,0.18
AL071985,1985,UNNAMED,0,0,0.18
AL081985,1985,FABIAN,0,0,0.18
AL091985,1985,GLORIA,2,4,0.18
AL101985,1985,HENRI,2,0,0.18
AL111985,1985,ISABEL,1,0,0.18
AL121985,1985,JUAN,1,1,0.18
AL131985,1985,KATE,1,3,0.18
AL141985,1985,UNNAMED,0,0,0.18
AL011986,1986,ANDREW,0,0,0.23
AL021986,1986,BONNIE,1,1,0.23
AL031986,1986,UNNAMED,0,0,0.23
AL041986,1986,UNNAMED,0,0,0.23
AL051986,1986,CHARLEY,1,1,0.23
AL061986,1986,UNNAMED,0,0,0.23
AL071986,1986,UNNAMED,0,0,0.23
AL081986,1986,DANIELLE,0,0,0.23
AL091986,1986,EARL,0,2,0.23
AL101986,1986,FRANCES,0,1,0.23
AL011987,1987,UNNAMED,0,0,0.38
AL031987,1987,UNNAMED,1,0,0.38
AL021987,1987,ARLENE,0,1,0.38
AL041987,1987,UNNAMED,0,0,0.38
AL051987,1987,BRET,0,0,0.38
AL061987,1987,UNNAMED,0,0,0.38
AL071987,1987,CINDY,0,0,0.38
AL081987,1987,UNNAMED,0,0,0.38
AL091987,1987,UNNAMED,0,0,0.38
AL101987,1987,DENNIS,0,0,0.38
AL111987,1987,UNNAMED,0,0,0.38
AL121987,1987,EMILY,2,3,0.38
AL131987,1987,FLOYD,1,1,0.38
AL141987,1987,UNNAMED,0,0,0.38
AL011988,1988,ALBERTO,0,0,0.33
AL021988,1988,BERYL,0,0,0.33
AL031988,1988,CHRIS,1,0,0.33
AL041988,1988,DEBBY,1,1,0.33
AL051988,1988,ERNESTO,0,0,0.33
AL061988,1988,UNNAMED,0,0,0.33
AL071988,1988,FLORENCE,1,1,0.33
AL081988,1988,GILBERT,3,5,0.33
AL091988,1988,HELENE,0,4,0.33
AL101988,1988,ISAAC,0,0,0.33
AL111988,1988,JOAN,3,4,0.33
AL121988,1988,KEITH,2,1,0.33
AL131988,1988,UNNAMED,0,0,0.33
AL141988,1988,UNNAMED,0,0,0.33
AL151988,1988,UNNAMED,0,0,0.33
AL161988,1988,UNNAMED,0,0,0.33
AL171988,1988,UNNAMED,0,0,0.33
AL181988,1988,UNNAMED,0,0,0.33
AL191988,1988,UNNAMED,0,0,0.33
AL011989,1989,UNNAMED,0,0,0.28
AL021989,1989,ALLISON,1,0,0.28
AL031989,1989,BARRY,0,0,0.28
AL041989,1989,CHANTAL,1,1,0.28
AL051989,1989,DEAN,1,2,0.28
AL061989,1989,UNNAMED,0,0,0.28
AL071989,1989,ERIN,0,2,0.28
AL081989,1989,FELIX,0,1,0.28
AL091989,1989,UNNAMED,0,0,0.28
AL101989,1989,GABRIELLE,0,4,0.28
AL111989,1989,HUGO,5,5,0.28
AL121989,1989,IRIS,0,0,0.28
AL131989,1989,UNNAMED,0,0,0.28
AL141989,1989,JERRY,1,1,0.28
AL151989,1989,KAREN,0,0,0.28
AL011990,1990,UNNAMED,0,0,0.37
AL021990,1990,ARTHUR,0,0,0.37
AL031990,1990,BERTHA,0,1,0.37
AL041990,1990,CESAR,0,0,0.37
AL061990,1990,EDOUARD,0,0,0.37
AL051990,1990,DIANA,2,2,0.37
AL071990,1990,FRAN,0,0,0.37
AL081990,1990,GUSTAV,0,3,0.37
AL091990,1990,HORTENSE,0,0,0.37
AL101990,1990,ISIDORE,0,2,0.37
AL111990,1990,UNNAMED,0,0,0.37
AL121990,1990,JOSEPHINE,0,1,0.37
AL131990,1990,KLAUS,0,1,0.37
AL141990,1990,LILI,0,1,0.37
AL151990,1990,MARCO,0,0,0.37
AL161990,1990,NANA,0,1,0.37
AL011991,1991,ANA,0,0,0.34
AL021991,1991,UNNAMED,0,0,0.34
AL031991,1991,BOB,3,3,0.34
AL041991,1991,UNNAMED,0,0,0.34
AL051991,1991,UNNAMED,0,0,0.34
AL061991,1991,CLAUDETTE,0,4,0.34
AL071991,1991,DANNY,0,0,0.34
AL081991,1991,ERIKA,1,0,0.34
AL091991,1991,FABIAN,2,0,0.34
AL101991,1991,UNNAMED,0,0,0.34
AL111991,1991,GRACE,0,2,0.34
AL121991,1991,UNNAMED,1,1,0.34
AL011992,1992,UNNAMED,0,0,0.25
AL021992,1992,UNNAMED,0,0,0.25
AL031992,1992,UNNAMED,0,0,0.25
AL041992,1992,ANDREW,5,5,0.25
AL051992,1992,BONNIE,0,2,0.25
AL061992,1992,CHARLEY,0,2,0.25
AL071992,1992,DANIELLE,1,0,0.25
AL081992,1992,UNNAMED,0,0,0.25
AL091992,1992,EARL,0,0,0.25
AL101992,1992,FRANCES,0,1,0.25
AL011993,1993,UNNAMED,0,0,0.26
AL021993,1993,ARLENE,1,0,0.26
AL031993,1993,BRET,4,0,0.26
AL041993,1993,CINDY,1,0,0.26
AL051993,1993,EMILY,0,3,0.26
AL061993,1993,DENNIS,0,0,0.26
AL071993,1993,FLOYD,0,1,0.26
AL081993,1993,GERT,3,2,0.26
AL091993,1993,HARVEY,0,1,0.26
AL101993,1993,UNNAMED,0,0,0.26
AL011994,1994,ALBERTO,1,0,0.3
AL021994,1994,UNNAMED,1,0,0.3
AL031994,1994,BERYL,1,0,0.3
AL041994,1994,CHRIS,0,1,0.3
AL051994,1994,UNNAMED,1,0,0.3
AL061994,1994,DEBBY,1,0,0.3
AL071994,1994,ERNESTO,0,0,0.3
AL081994,1994,UNNAMED,1,0,0.3
AL091994,1994,UNNAMED,0,0,0.3
AL101994,1994,UNNAMED,0,0,0.3
AL111994,1994,FLORENCE,0,2,0.3
AL121994,1994,GORDON,6,1,0.3
AL011995,1995,ALLISON,2,1,0.34
AL021995,1995,BARRY,2,0,0.34
AL031995,1995,CHANTAL,0,0,0.34
AL041995,1995,DEAN,1,0,0.34
AL051995,1995,ERIN,2,2,0.34
AL061995,1995,UNNAMED,1,0,0.34
AL071995,1995,FELIX,0,4,0.34
AL081995,1995,GABRIELLE,1,0,0.34
AL091995,1995,HUMBERTO,0,2,0.34
AL101995,1995,IRIS,2,2,0.34
AL111995,1995,JERRY,1,0,0.34
AL121995,1995,KAREN,0,0,0.34
AL131995,1995,LUIS,0,4,0.34
AL141995,1995,UNNAMED,0,0,0.34
AL151995,1995,MARILYN,1,3,0.34
AL161995,1995,NOEL,0,1,0.34
AL171995,1995,OPAL,1,4,0.34
AL181995,1995,PABLO,0,0,0.34
AL191995,1995,ROXANNE,1,3,0.34
AL201995,1995,SEBASTIEN,0,0,0.34
AL211995,1995,TANYA,0,1,0.34
AL011996,1996,ARTHUR,1,0,0.31
AL021996,1996,BERTHA,1,3,0.31
AL031996,1996,CESAR,1,1,0.31
AL041996,1996,DOLLY,2,1,0.31
AL051996,1996,EDOUARD,0,4,0.31
AL061996,1996,FRAN,1,3,0.31
AL071996,1996,GUSTAV,0,0,0.31
AL081996,1996,HORTENSE,2,4,0.31
AL091996,1996,ISIDORE,0,3,0.31
AL101996,1996,JOSEPHINE,1,0,0.31
AL111996,1996,KYLE,1,0,0.31
AL121996,1996,LILI,1,3,0.31
AL131996,1996,MARCO,0,1,0.31
AL011997,1997,UNNAMED,0,0,0.47
AL021997,1997,ANA,0,0,0.47
AL031997,1997,BILL,0,1,0.47
AL041997,1997,CLAUDETTE,0,0,0.47
AL051997,1997,DANNY,3,1,0.47
AL061997,1997,UNNAMED,0,0,0.47
AL071997,1997,ERIKA,0,3,0.47
AL081997,1997,FABIAN,0,0,0.47
AL091997,1997,GRACE,0,0,0.47
AL011998,1998,ALEX,0,0,0.52
AL021998,1998,BONNIE,1,3,0.52
AL031998,1998,CHARLEY,1,0,0.52
AL041998,1998,DANIELLE,0,2,0.52
AL051998,1998,EARL,1,2,0.52
AL061998,1998,FRANCES,1,0,0.52
AL071998,1998,GEORGES,7,4,0.52
AL081998,1998,HERMINE,1,0,0.52
AL091998,1998,IVAN,0,1,0.52
AL101998,1998,JEANNE,0,2,0.52
AL111998,1998,KARL,0,2,0.52
AL121998,1998,LISA,0,1,0.52
AL131998,1998,MITCH,3,5,0.52
AL141998,1998,NICOLE,0,1,0.52
AL011999,1999,ARLENE,0,0,0.31
AL021999,1999,UNNAMED,1,0,0.31
AL031999,1999,BRET,1,4,0.31
AL041999,1999,CINDY,0,4,0.31
AL051999,1999,DENNIS,2,2,0.31
AL061999,1999,EMILY,0,0,0.31
AL071999,1999,UNNAMED,1,0,0.31
AL081999,1999,FLOYD,3,4,0.31
AL091999,1999,GERT,0,4,0.31
AL101999,1999,HARVEY,1,0,0.31
AL111999,1999,UNNAMED,0,0,0.31
AL121999,1999,UNNAMED,0,0,0.31
AL131999,1999,IRENE,4,2,0.31
AL141999,1999,JOSE,2,2,0.31
AL151999,1999,KATRINA,1,0,0.31
AL161999,1999,LENNY,5,4,0.31
AL012000,2000,UNNAMED,0,0,0.33
AL022000,2000,UNNAMED,0,0,0.33
AL032000,2000,ALBERTO,0,3,0.33
AL042000,2000,UNNAMED,0,0,0.33
AL052000,2000,BERYL,0,0,0.33
AL062000,2000,CHRIS,0,0,0.33
AL072000,2000,DEBBY,3,1,0.33
AL082000,2000,ERNESTO,0,0,0.33
AL092000,2000,UNNAMED,1,0,0.33
AL102000,2000,FLORENCE,0,1,0.33
AL112000,2000,GORDON,1,1,0.33
AL122000,2000,HELENE,1,0,0.33
AL132000,2000,ISAAC,0,4,0.33
AL142000,2000,JOYCE,0,1,0.33
AL152000,2000,KEITH,3,4,0.33
AL162000,2000,LESLIE,0,0,0.33
AL172000,2000,MICHAEL,0,2,0.33
AL182000,2000,NADINE,0,0,0.33
AL192000,2000,UNNAMED,0,0,0.33
AL012001,2001,ALLISON,2,0,0.45
AL022001,2001,UNNAMED,0,0,0.45
AL032001,2001,BARRY,1,0,0.45
AL042001,2001,CHANTAL,1,0,0.45
AL052001,2001,DEAN,0,0,0.45
AL062001,2001,ERIN,0,3,0.45
AL072001,2001,FELIX,0,3,0.45
AL082001,2001,GABRIELLE,1,1,0.45
AL092001,2001,UNNAMED,1,0,0.45
AL102001,2001,HUMBERTO,0,2,0.45
AL112001,2001,IRIS,1,4,0.45
AL122001,2001,JERRY,0,0,0.45
AL132001,2001,KAREN,1,1,0.45
AL142001,2001,LORENZO,0,0,0.45
AL152001,2001,MICHELLE,4,4,0.45
AL162001,2001,NOEL,0,1,0.45
AL172001,2001,OLGA,0,1,0.45
AL012002,2002,ARTHUR,0,0,0.48
AL022002,2002,BERTHA,2,0,0.48
AL032002,2002,CRISTOBAL,0,0,0.48
AL042002,2002,DOLLY,0,0,0.48
AL052002,2002,EDOUARD,1,0,0.48
AL062002,2002,FAY,1,0,0.48
AL072002,2002,UNNAMED,0,0,0.48
AL082002,2002,GUSTAV,2,2,0.48
AL092002,2002,HANNA,2,0,0.48
AL102002,2002,ISIDORE,3,3,0.48
AL112002,2002,JOSEPHINE,0,0,0.48
AL122002,2002,KYLE,2,1,0.48
AL132002,2002,LILI,4,4,0.48
AL142002,2002,UNNAMED,1,0,0.48
AL012003,2003,ANA,0,0,0.5
AL022003,2003,UNNAMED,0,0,0.5
AL032003,2003,BILL,1,0,0.5
AL042003,2003,CLAUDETTE,2,1,0.5
AL052003,2003,DANNY,0,1,0.5
AL062003,2003,UNNAMED,0,0,0.5
AL072003,2003,UNNAMED,1,0,0.5
AL082003,2003,ERIKA,1,1,0.5
AL092003,2003,UNNAMED,0,0,0.5
AL102003,2003,FABIAN,0,4,0.5
AL112003,2003,GRACE,1,0,0.5
AL122003,2003,HENRI,1,0,0.5
AL132003,2003,ISABEL,1,5,0.5
AL142003,2003,UNNAMED,0,0,0.5
AL152003,2003,JUAN,1,2,0.5
AL162003,2003,KATE,0,3,0.5
AL172003,2003,LARRY,1,0,0.5
AL182003,2003,MINDY,0,0,0.5
AL192003,2003,NICHOLAS,0,0,0.5
AL202003,2003,ODETTE,1,0,0.5
AL212003,2003,PETER,0,0,0.5
AL012004,2004,ALEX,0,3,0.49
AL022004,2004,BONNIE,1,0,0.49
AL032004,2004,CHARLEY,5,4,0.49
AL042004,2004,DANIELLE,0,2,0.49
AL052004,2004,EARL,0,0,0.49
AL062004,2004,FRANCES,6,4,0.49
AL072004,2004,GASTON,1,1,0.49
AL082004,2004,HERMINE,1,0,0.49
AL092004,2004,IVAN,2,5,0.49
AL102004,2004,UNNAMED,0,0,0.49
AL112004,2004,JEANNE,5,3,0.49
AL122004,2004,KARL,0,4,0.49
AL132004,2004,LISA,0,1,0.49
AL142004,2004,MATTHEW,1,0,0.49
AL152004,2004,NICOLE,0,0,0.49
AL162004,2004,OTTO,0,0,0.49
AL012005,2005,ARLENE,2,0,0.49
AL022005,2005,BRET,1,0,0.49
AL032005,2005,CINDY,3,1,0.49
AL042005,2005,DENNIS,3,4,0.49
AL052005,2005,EMILY,3,5,0.49
AL062005,2005,FRANKLIN,0,0,0.49
AL072005,2005,GERT,1,0,0.49
AL082005,2005,HARVEY,0,0,0.49
AL092005,2005,IRENE,0,2,0.49
AL102005,2005,TEN,0,0,0.49
AL112005,2005,JOSE,1,0,0.49
AL122005,2005,KATRINA,3,5,0.49
AL132005,2005,LEE,0,0,0.49
AL142005,2005,MARIA,0,3,0.49
AL152005,2005,NATE,0,1,0.49
AL162005,2005,OPHELIA,1,1,0.49
AL172005,2005,PHILIPPE,0,1,0.49
AL182005,2005,RITA,1,5,0.49
AL192005,2005,NINETEEN,0,0,0.49
AL202005,2005,STAN,2,1,0.49
AL212005,2005,UNNAMED,0,0,0.49
AL222005,2005,TAMMY,1,0,0.49
AL232005,2005,TWENTY-TWO,0,0,0.49
AL242005,2005,VINCE,1,1,0.49
AL252005,2005,WILMA,3,5,0.49
AL262005,2005,ALPHA,1,0,0.49
AL272005,2005,BETA,1,3,0.49
AL282005,2005,GAMMA,0,0,0.49
AL292005,2005,DELTA,0,0,0.49
AL302005,2005,EPSILON,0,1,0.49
AL312005,2005,ZETA,0,0,0.49
AL012006,2006,ALBERTO,1,0,0.49
AL022006,2006,UNNAMED,0,0,0.49
AL032006,2006,BERYL,1,0,0.49
AL042006,2006,CHRIS,0,0,0.49
AL052006,2006,DEBBY,0,0,0.49
AL062006,2006,ERNESTO,4,1,0.49
AL072006,2006,FLORENCE,0,1,0.49
AL082006,2006,GORDON,0,3,0.49
AL092006,2006,HELENE,0,3,0.49
AL102006,2006,ISAAC,0,1,0.49
AL012007,2007,ANDREA,0,1,0.4
AL022007,2007,BARRY,1,0,0.4
AL032007,2007,CHANTAL,0,0,0.4
AL042007,2007,DEAN,2,5,0.4
AL052007,2007,ERIN,1,0,0.4
AL062007,2007,FELIX,2,5,0.4
AL072007,2007,GABRIELLE,1,0,0.4
AL082007,2007,INGRID,0,0,0.4
AL092007,2007,HUMBERTO,1,1,0.4
AL102007,2007,TEN,1,0,0.4
AL112007,2007,JERRY,0,0,0.4
AL122007,2007,KAREN,0,1,0.4
AL132007,2007,LORENZO,1,1,0.4
AL142007,2007,MELISSA,0,0,0.4
AL152007,2007,FIFTEEN,0,0,0.4
AL162007,2007,NOEL,4,1,0.4
AL172007,2007,OLGA,2,0,0.4
AL012008,2008,ARTHUR,1,0,0.39
AL022008,2008,BERTHA,0,3,0.39
AL032008,2008,CRISTOBAL,0,0,0.39
AL042008,2008,DOLLY,3,2,0.39
AL052008,2008,EDOUARD,1,0,0.39
AL062008,2008,FAY,7,0,0.39
AL072008,2008,GUSTAV,6,4,0.39
AL082008,2008,HANNA,3,1,0.39
AL092008,2008,IKE,4,4,0.39
AL102008,2008,JOSEPHINE,0,0,0.39
AL112008,2008,KYLE,1,1,0.39
AL122008,2008,LAURA,0,1,0.39
AL132008,2008,MARCO,1,0,0.39
AL142008,2008,NANA,0,0,0.39
AL152008,2008,OMAR,0,4,0.39
AL162008,2008,SIXTEEN,1,0,0.39
AL172008,2008,PALOMA,1,4,0.39
AL012009,2009,ONE,0,0,0.52
AL022009,2009,ANA,0,0,0.52
AL032009,2009,BILL,1,4,0.52
AL042009,2009,CLAUDETTE,1,0,0.52
AL052009,2009,DANNY,0,0,0.52
AL062009,2009,ERIKA,1,0,0.52
AL072009,2009,FRED,0,3,0.52
AL082009,2009,EIGHT,0,0,0.52
AL092009,2009,GRACE,0,0,0.52
AL102009,2009,HENRI,0,0,0.52
AL112009,2009,IDA,1,2,0.52
AL012010,2010,ALEX,2,2,0.53
AL022010,2010,TWO,1,0,0.53
AL032010,2010,BONNIE,3,0,0.53
AL042010,2010,COLIN,0,0,0.53
AL052010,2010,FIVE,0,0,0.53
AL062010,2010,DANIELLE,0,4,0.53
AL072010,2010,EARL,2,4,0.53
AL082010,2010,FIONA,0,0,0.53
AL092010,2010,GASTON,0,0,0.53
AL102010,2010,HERMINE,1,0,0.53
AL112010,2010,IGOR,1,4,0.53
AL122010,2010,JULIA,0,4,0.53
AL132010,2010,KARL,2,3,0.53
AL142010,2010,LISA,0,1,0.53
AL152010,2010,MATTHEW,2,0,0.53
AL162010,2010,NICOLE,0,0,0.53
AL172010,2010,OTTO,0,1,0.53
AL182010,2010,PAULA,2,2,0.53
AL192010,2010,RICHARD,1,2,0.53
AL202010,2010,SHARY,0,1,0.53
AL212010,2010,TOMAS,3,2,0.53
AL012011,2011,ARLENE,1,0,0.41
AL022011,2011,BRET,0,0,0.41
AL032011,2011,CINDY,0,0,0.41
AL042011,2011,DON,1,0,0.41
AL052011,2011,EMILY,0,0,0.41
AL062011,2011,FRANKLIN,0,0,0.41
AL072011,2011,GERT,0,0,0.41
AL082011,2011,HARVEY,2,0,0.41
AL092011,2011,IRENE,9,3,0.41
AL102011,2011,TEN,0,0,0.41
AL112011,2011,JOSE,0,0,0.41
AL122011,2011,KATIA,0,4,0.41
AL202011,2011,UNNAMED,0,0,0.41
AL132011,2011,LEE,1,0,0.41
AL142011,2011,MARIA,1,1,0.41
AL152011,2011,NATE,1,1,0.41
AL162011,2011,OPHELIA,0,4,0.41
AL172011,2011,PHILIPPE,0,1,0.41
AL182011,2011,RINA,1,3,0.41
AL192011,2011,SEAN,0,0,0.41
AL012012,2012,ALBERTO,0,0,0.48
AL022012,2012,BERYL,1,0,0.48
AL032012,2012,CHRIS,0,1,0.48
AL042012,2012,DEBBY,1,0,0.48
AL052012,2012,ERNESTO,3,2,0.48
AL062012,2012,FLORENCE,0,0,0.48
AL072012,2012,HELENE,1,0,0.48
AL082012,2012,GORDON,1,2,0.48
AL092012,2012,ISAAC,4,1,0.48
AL102012,2012,JOYCE,0,0,0.48
AL112012,2012,KIRK,0,2,0.48
AL122012,2012,LESLIE,0,1,0.48
AL132012,2012,MICHAEL,0,3,0.48
AL142012,2012,NADINE,0,1,0.48
AL152012,2012,OSCAR,0,0,0.48
AL162012,2012,PATTY,0,0,0.48
AL172012,2012,RAFAEL,0,1,0.48
AL182012,2012,SANDY,3,3,0.48
AL192012,2012,TONY,0,0,0.48
AL012013,2013,ANDREA,1,0,0.52
AL022013,2013,BARRY,2,0,0.52
AL032013,2013,CHANTAL,0,0,0.52
AL042013,2013,DORIAN,0,0,0.52
AL052013,2013,ERIN,0,0,0.52
AL062013,2013,FERNAND,1,0,0.52
AL072013,2013,GABRIELLE,0,0,0.52
AL082013,2013,EIGHT,0,0,0.52
AL092013,2013,HUMBERTO,0,1,0.52
AL102013,2013,INGRID,1,1,0.52
AL112013,2013,JERRY,0,0,0.52
AL122013,2013,KAREN,0,0,0.52
AL132013,2013,LORENZO,0,0,0.52
AL142013,2013,MELISSA,0,0,0.52
AL152013,2013,UNNAMED,0,0,0.52
AL012014,2014,ARTHUR,2,2,0.61
AL022014,2014,TWO,0,0,0.61
AL032014,2014,BERTHA,1,1,0.61
AL042014,2014,CRISTOBAL,0,1,0.61
AL052014,2014,DOLLY,1,0,0.61
AL062014,2014,EDOUARD,0,3,0.61
AL072014,2014,FAY,1,1,0.61
AL082014,2014,GONZALO,4,4,0.61
AL092014,2014,HANNA,1,0,0.61
AL012015,2015,ANA,1,0,0.72
AL022015,2015,BILL,1,0,0.72
AL032015,2015,CLAUDETTE,0,0,0.72
AL042015,2015,DANNY,0,3,0.72
AL052015,2015,ERIKA,0,0,0.72
AL062015,2015,FRED,0,1,0.72
AL072015,2015,GRACE,0,0,0.72
AL082015,2015,HENRI,0,0,0.72
AL092015,2015,NINE,0,0,0.72
AL102015,2015,IDA,0,0,0.72
AL112015,2015,JOAQUIN,3,4,0.72
AL122015,2015,KATE,0,1,0.72
AL012016,2016,ALEX,1,1,0.75
AL022016,2016,BONNIE,1,0,0.75
AL032016,2016,COLIN,1,0,0.75
AL042016,2016,DANIELLE,1,0,0.75
AL052016,2016,EARL,3,1,0.75
AL062016,2016,FIONA,0,0,0.75
AL072016,2016,GASTON,0,3,0.75
AL082016,2016,EIGHT,0,0,0.75
AL092016,2016,HERMINE,1,1,0.75
AL102016,2016,IAN,1,0,0.75
AL112016,2016,JULIA,0,0,0.75
AL122016,2016,KARL,0,0,0.75
