,Code,Year,Name,Landfall Counts,Max Category Rating
1288,AL061981,1981,BRET,0,0
1289,AL071981,1981,UNNAMED,0,0
1290,AL081981,1981,UNNAMED,0,0
1291,AL091981,1981,CINDY,0,0
1292,AL101981,1981,DENNIS,0,1
1293,AL111981,1981,UNNAMED,0,0
1294,AL121981,1981,UNNAMED,0,0
1295,AL131981,1981,EMILY,0,1
1296,AL141981,1981,FLOYD,0,3
1297,AL151981,1981,GERT,0,2
1298,AL161981,1981,HARVEY,0,4
1299,AL171981,1981,UNNAMED,0,0
1300,AL181981,1981,IRENE,0,3
1301,AL191981,1981,UNNAMED,0,0
1302,AL201981,1981,JOSE,0,0
1303,AL211981,1981,KATRINA,0,1
1304,AL221981,1981,UNNAMED,0,0
1305,AL011982,1982,ALBERTO,0,1
1306,AL021982,1982,UNNAMED,0,0
1307,AL031982,1982,BERYL,0,0
1308,AL041982,1982,UNNAMED,0,0
1309,AL051982,1982,CHRIS,0,0
1310,AL061982,1982,DEBBY,0,4
1311,AL071982,1982,UNNAMED,0,0
1312,AL081982,1982,ERNESTO,0,0
1313,AL011983,1983,UNNAMED,0,0
1314,AL021983,1983,UNNAMED,0,0
1315,AL031983,1983,ALICIA,1,3
1316,AL041983,1983,BARRY,2,1
1317,AL051983,1983,CHANTAL,0,1
1318,AL061983,1983,DEAN,0,0
1319,AL011984,1984,UNNAMED,0,0
1320,AL021984,1984,UNNAMED,0,0
1321,AL031984,1984,UNNAMED,0,0
1322,AL041984,1984,UNNAMED,0,0
1323,AL051984,1984,UNNAMED,0,0
1324,AL061984,1984,ARTHUR,0,0
1325,AL071984,1984,BERTHA,0,0
1326,AL081984,1984,CESAR,0,0
1327,AL091984,1984,UNNAMED,0,0
1328,AL101984,1984,DIANA,1,4
1329,AL111984,1984,EDOUARD,0,0
1330,AL121984,1984,FRAN,0,0
1331,AL131984,1984,GUSTAV,0,0
1332,AL141984,1984,HORTENSE,0,1
1333,AL151984,1984,ISIDORE,0,0
1334,AL161984,1984,JOSEPHINE,0,2
1335,AL171984,1984,UNNAMED,0,0
1336,AL181984,1984,KLAUS,0,1
1337,AL191984,1984,UNNAMED,0,0
1338,AL201984,1984,LILI,0,1
1339,AL011985,1985,ANA,0,0
1340,AL021985,1985,BOB,1,1
1341,AL031985,1985,CLAUDETTE,0,1
1342,AL041985,1985,DANNY,1,1
1343,AL051985,1985,ELENA,1,3
1344,AL061985,1985,UNNAMED,0,0
1345,AL071985,1985,UNNAMED,0,0
1346,AL081985,1985,FABIAN,0,0
1347,AL091985,1985,GLORIA,2,4
1348,AL101985,1985,HENRI,2,0
1349,AL111985,1985,ISABEL,1,0
1350,AL121985,1985,JUAN,1,1
1351,AL131985,1985,KATE,1,3
1352,AL141985,1985,UNNAMED,0,0
1353,AL011986,1986,ANDREW,0,0
1354,AL021986,1986,BONNIE,1,1
1355,AL031986,1986,UNNAMED,0,0
1356,AL041986,1986,UNNAMED,0,0
1357,AL051986,1986,CHARLEY,1,1
1358,AL061986,1986,UNNAMED,0,0
1359,AL071986,1986,UNNAMED,0,0
1360,AL081986,1986,DANIELLE,0,0
1361,AL091986,1986,EARL,0,2
1362,AL101986,1986,FRANCES,0,1
1363,AL011987,1987,UNNAMED,0,0
1364,AL031987,1987,UNNAMED,1,0
1365,AL021987,1987,ARLENE,0,1
1366,AL041987,1987,UNNAMED,0,0
1367,AL051987,1987,BRET,0,0
1368,AL061987,1987,UNNAMED,0,0
1369,AL071987,1987,CINDY,0,0
1370,AL081987,1987,UNNAMED,0,0
1371,AL091987,1987,UNNAMED,0,0
1372,AL101987,1987,DENNIS,0,0
1373,AL111987,1987,UNNAMED,0,0
1374,AL121987,1987,EMILY,2,3
1375,AL131987,1987,FLOYD,1,1
1376,AL141987,1987,UNNAMED,0,0
1377,AL011988,1988,ALBERTO,0,0
1378,AL021988,1988,BERYL,0,0
1379,AL031988,1988,CHRIS,1,0
1380,AL041988,1988,DEBBY,1,1
1381,AL051988,1988,ERNESTO,0,0
1382,AL061988,1988,UNNAMED,0,0
1383,AL071988,1988,FLORENCE,1,1
1384,AL081988,1988,GILBERT,3,5
1385,AL091988,1988,HELENE,0,4
1386,AL101988,1988,ISAAC,0,0
1387,AL111988,1988,JOAN,3,4
1388,AL121988,1988,KEITH,2,1
1389,AL131988,1988,UNNAMED,0,0
1390,AL141988,1988,UNNAMED,0,0
1391,AL151988,1988,UNNAMED,0,0
1392,AL161988,1988,UNNAMED,0,0
1393,AL171988,1988,UNNAMED,0,0
1394,AL181988,1988,UNNAMED,0,0
1395,AL191988,1988,UNNAMED,0,0
1396,AL011989,1989,UNNAMED,0,0
1397,AL021989,1989,ALLISON,1,0
1398,AL031989,1989,BARRY,0,0
1399,AL041989,1989,CHANTAL,1,1
1400,AL051989,1989,DEAN,1,2
1401,AL061989,1989,UNNAMED,0,0
1402,AL071989,1989,ERIN,0,2
1403,AL081989,1989,FELIX,0,1
1404,AL091989,1989,UNNAMED,0,0
1405,AL101989,1989,GABRIELLE,0,4
1406,AL111989,1989,HUGO,5,5
1407,AL121989,1989,IRIS,0,0
1408,AL131989,1989,UNNAMED,0,0
1409,AL141989,1989,JERRY,1,1
1410,AL151989,1989,KAREN,0,0
1411,AL011990,1990,UNNAMED,0,0
1412,AL021990,1990,ARTHUR,0,0
1413,AL031990,1990,BERTHA,0,1
1414,AL041990,1990,CESAR,0,0
1415,AL061990,1990,EDOUARD,0,0
1416,AL051990,1990,DIANA,2,2
1417,AL071990,1990,FRAN,0,0
1418,AL081990,1990,GUSTAV,0,3
1419,AL091990,1990,HORTENSE,0,0
1420,AL101990,1990,ISIDORE,0,2
1421,AL111990,1990,UNNAMED,0,0
1422,AL121990,1990,JOSEPHINE,0,1
1423,AL131990,1990,KLAUS,0,1
1424,AL141990,1990,LILI,0,1
1425,AL151990,1990,MARCO,0,0
1426,AL161990,1990,NANA,0,1
1427,AL011991,1991,ANA,0,0
1428,AL021991,1991,UNNAMED,0,0
1429,AL031991,1991,BOB,3,3
1430,AL041991,1991,UNNAMED,0,0
1431,AL051991,1991,UNNAMED,0,0
1432,AL061991,1991,CLAUDETTE,0,4
1433,AL071991,1991,DANNY,0,0
1434,AL081991,1991,ERIKA,1,0
1435,AL091991,1991,FABIAN,2,0
1436,AL101991,1991,UNNAMED,0,0
1437,AL111991,1991,GRACE,0,2
1438,AL121991,1991,UNNAMED,1,1
1439,AL011992,1992,UNNAMED,0,0
1440,AL021992,1992,UNNAMED,0,0
1441,AL031992,1992,UNNAMED,0,0
1442,AL041992,1992,ANDREW,5,5
1443,AL051992,1992,BONNIE,0,2
1444,AL061992,1992,CHARLEY,0,2
1445,AL071992,1992,DANIELLE,1,0
1446,AL081992,1992,UNNAMED,0,0
1447,AL091992,1992,EARL,0,0
1448,AL101992,1992,FRANCES,0,1
1449,AL011993,1993,UNNAMED,0,0
1450,AL021993,1993,ARLENE,1,0
1451,AL031993,1993,BRET,4,0
1452,AL041993,1993,CINDY,1,0
1453,AL051993,1993,EMILY,0,3
1454,AL061993,1993,DENNIS,0,0
1455,AL071993,1993,FLOYD,0,1
1456,AL081993,1993,GERT,3,2
1457,AL091993,1993,HARVEY,0,1
1458,AL101993,1993,UNNAMED,0,0
1459,AL011994,1994,ALBERTO,1,0
1460,AL021994,1994,UNNAMED,1,0
1461,AL031994,1994,BERYL,1,0
1462,AL041994,1994,CHRIS,0,1
1463,AL051994,1994,UNNAMED,1,0
1464,AL061994,1994,DEBBY,1,0
1465,AL071994,1994,ERNESTO,0,0
1466,AL081994,1994,UNNAMED,1,0
1467,AL091994,1994,UNNAMED,0,0
1468,AL101994,1994,UNNAMED,0,0
1469,AL111994,1994,FLORENCE,0,2
1470,AL121994,1994,GORDON,6,1
1471,AL011995,1995,ALLISON,2,1
1472,AL021995,1995,BARRY,2,0
1473,AL031995,1995,CHANTAL,0,0
1474,AL041995,1995,DEAN,1,0
1475,AL051995,1995,ERIN,2,2
1476,AL061995,1995,UNNAMED,1,0
1477,AL071995,1995,FELIX,0,4
1478,AL081995,1995,GABRIELLE,1,0
1479,AL091995,1995,HUMBERTO,0,2
1480,AL101995,1995,IRIS,2,2
1481,AL111995,1995,JERRY,1,0
1482,AL121995,1995,KAREN,0,0
1483,AL131995,1995,LUIS,0,4
1484,AL141995,1995,UNNAMED,0,0
1485,AL151995,1995,MARILYN,1,3
1486,AL161995,1995,NOEL,0,1
1487,AL171995,1995,OPAL,1,4
1488,AL181995,1995,PABLO,0,0
1489,AL191995,1995,ROXANNE,1,3
1490,AL201995,1995,SEBASTIEN,0,0
1491,AL211995,1995,TANYA,0,1
1492,AL011996,1996,ARTHUR,1,0
1493,AL021996,1996,BERTHA,1,3
1494,AL031996,1996,CESAR,1,1
1495,AL041996,1996,DOLLY,2,1
1496,AL051996,1996,EDOUARD,0,4
1497,AL061996,1996,FRAN,1,3
1498,AL071996,1996,GUSTAV,0,0
1499,AL081996,1996,HORTENSE,2,4
1500,AL091996,1996,ISIDORE,0,3
1501,AL101996,1996,JOSEPHINE,1,0
1502,AL111996,1996,KYLE,1,0
1503,AL121996,1996,LILI,1,3
1504,AL131996,1996,MARCO,0,1
1505,AL011997,1997,UNNAMED,0,0
1506,AL021997,1997,ANA,0,0
1507,AL031997,1997,BILL,0,1
1508,AL041997,1997,CLAUDETTE,0,0
1509,AL051997,1997,DANNY,3,1
1510,AL061997,1997,UNNAMED,0,0
1511,AL071997,1997,ERIKA,0,3
1512,AL081997,1997,FABIAN,0,0
1513,AL091997,1997,GRACE,0,0
1514,AL011998,1998,ALEX,0,0
1515,AL021998,1998,BONNIE,1,3
1516,AL031998,1998,CHARLEY,1,0
1517,AL041998,1998,DANIELLE,0,2
1518,AL051998,1998,EARL,1,2
1519,AL061998,1998,FRANCES,1,0
1520,AL071998,1998,GEORGES,7,4
1521,AL081998,1998,HERMINE,1,0
1522,AL091998,1998,IVAN,0,1
1523,AL101998,1998,JEANNE,0,2
1524,AL111998,1998,KARL,0,2
1525,AL121998,1998,LISA,0,1
1526,AL131998,1998,MITCH,3,5
1527,AL141998,1998,NICOLE,0,1
1528,AL011999,1999,ARLENE,0,0
1529,AL021999,1999,UNNAMED,1,0
1530,AL031999,1999,BRET,1,4
1531,AL041999,1999,CINDY,0,4
1532,AL051999,1999,DENNIS,2,2
1533,AL061999,1999,EMILY,0,0
1534,AL071999,1999,UNNAMED,1,0
1535,AL081999,1999,FLOYD,3,4
1536,AL091999,1999,GERT,0,4
1537,AL101999,1999,HARVEY,1,0
1538,AL111999,1999,UNNAMED,0,0
1539,AL121999,1999,UNNAMED,0,0
1540,AL131999,1999,IRENE,4,2
1541,AL141999,1999,JOSE,2,2
1542,AL151999,1999,KATRINA,1,0
1543,AL161999,1999,LENNY,5,4
1544,AL012000,2000,UNNAMED,0,0
1545,AL022000,2000,UNNAMED,0,0
1546,AL032000,2000,ALBERTO,0,3
1547,AL042000,2000,UNNAMED,0,0
1548,AL052000,2000,BERYL,0,0
1549,AL062000,2000,CHRIS,0,0
1550,AL072000,2000,DEBBY,3,1
1551,AL082000,2000,ERNESTO,0,0
1552,AL092000,2000,UNNAMED,1,0
1553,AL102000,2000,FLORENCE,0,1
1554,AL112000,2000,GORDON,1,1
1555,AL122000,2000,HELENE,1,0
1556,AL132000,2000,ISAAC,0,4
1557,AL142000,2000,JOYCE,0,1
1558,AL152000,2000,KEITH,3,4
1559,AL162000,2000,LESLIE,0,0
1560,AL172000,2000,MICHAEL,0,2
1561,AL182000,2000,NADINE,0,0
1562,AL192000,2000,UNNAMED,0,0
1563,AL012001,2001,ALLISON,2,0
1564,AL022001,2001,UNNAMED,0,0
1565,AL032001,2001,BARRY,1,0
1566,AL042001,2001,CHANTAL,1,0
1567,AL052001,2001,DEAN,0,0
1568,AL062001,2001,ERIN,0,3
1569,AL072001,2001,FELIX,0,3
1570,AL082001,2001,GABRIELLE,1,1
1571,AL092001,2001,UNNAMED,1,0
1572,AL102001,2001,HUMBERTO,0,2
1573,AL112001,2001,IRIS,1,4
1574,AL122001,2001,JERRY,0,0
1575,AL132001,2001,KAREN,1,1
1576,AL142001,2001,LORENZO,0,0
1577,AL152001,2001,MICHELLE,4,4
1578,AL162001,2001,NOEL,0,1
1579,AL172001,2001,OLGA,0,1
1580,AL012002,2002,ARTHUR,0,0
1581,AL022002,2002,BERTHA,2,0
1582,AL032002,2002,CRISTOBAL,0,0
1583,AL042002,2002,DOLLY,0,0
1584,AL052002,2002,EDOUARD,1,0
1585,AL062002,2002,FAY,1,0
1586,AL072002,2002,UNNAMED,0,0
1587,AL082002,2002,GUSTAV,2,2
1588,AL092002,2002,HANNA,2,0
1589,AL102002,2002,ISIDORE,3,3
1590,AL112002,2002,JOSEPHINE,0,0
1591,AL122002,2002,KYLE,2,1
1592,AL132002,2002,LILI,4,4
1593,AL142002,2002,UNNAMED,1,0
1594,AL012003,2003,ANA,0,0
1595,AL022003,2003,UNNAMED,0,0
1596,AL032003,2003,BILL,1,0
1597,AL042003,2003,CLAUDETTE,2,1
1598,AL052003,2003,DANNY,0,1
1599,AL062003,2003,UNNAMED,0,0
1600,AL072003,2003,UNNAMED,1,0
1601,AL082003,2003,ERIKA,1,1
1602,AL092003,2003,UNNAMED,0,0
1603,AL102003,2003,FABIAN,0,4
1604,AL112003,2003,GRACE,1,0
1605,AL122003,2003,HENRI,1,0
1606,AL132003,2003,ISABEL,1,5
1607,AL142003,2003,UNNAMED,0,0
1608,AL152003,2003,JUAN,1,2
1609,AL162003,2003,KATE,0,3
1610,AL172003,2003,LARRY,1,0
1611,AL182003,2003,MINDY,0,0
1612,AL192003,2003,NICHOLAS,0,0
1613,AL202003,2003,ODETTE,1,0
1614,AL212003,2003,PETER,0,0
1615,AL012004,2004,ALEX,0,3
1616,AL022004,2004,BONNIE,1,0
1617,AL032004,2004,CHARLEY,5,4
1618,AL042004,2004,DANIELLE,0,2
1619,AL052004,2004,EARL,0,0
1620,AL062004,2004,FRANCES,6,4
1621,AL072004,2004,GASTON,1,1
1622,AL082004,2004,HERMINE,1,0
1623,AL092004,2004,IVAN,2,5
1624,AL102004,2004,UNNAMED,0,0
1625,AL112004,2004,JEANNE,5,3
1626,AL122004,2004,KARL,0,4
1627,AL132004,2004,LISA,0,1
1628,AL142004,2004,MATTHEW,1,0
1629,AL152004,2004,NICOLE,0,0
1630,AL162004,2004,OTTO,0,0
1631,AL012005,2005,ARLENE,2,0
1632,AL022005,2005,BRET,1,0
1633,AL032005,2005,CINDY,3,1
1634,AL042005,2005,DENNIS,3,4
1635,AL052005,2005,EMILY,3,5
1636,AL062005,2005,FRANKLIN,0,0
1637,AL072005,2005,GERT,1,0
1638,AL082005,2005,HARVEY,0,0
1639,AL092005,2005,IRENE,0,2
1640,AL102005,2005,TEN,0,0
1641,AL112005,2005,JOSE,1,0
1642,AL122005,2005,KATRINA,3,5
1643,AL132005,2005,LEE,0,0
1644,AL142005,2005,MARIA,0,3
1645,AL152005,2005,NATE,0,1
1646,AL162005,2005,OPHELIA,1,1
1647,AL172005,2005,PHILIPPE,0,1
1648,AL182005,2005,RITA,1,5
1649,AL192005,2005,NINETEEN,0,0
1650,AL202005,2005,STAN,2,1
1651,AL212005,2005,UNNAMED,0,0
1652,AL222005,2005,TAMMY,1,0
1653,AL232005,2005,TWENTY-TWO,0,0
1654,AL242005,2005,VINCE,1,1
1655,AL252005,2005,WILMA,3,5
1656,AL262005,2005,ALPHA,1,0
1657,AL272005,2005,BETA,1,3
1658,AL282005,2005,GAMMA,0,0
1659,AL292005,2005,DELTA,0,0
1660,AL302005,2005,EPSILON,0,1
1661,AL312005,2005,ZETA,0,0
1662,AL012006,2006,ALBERTO,1,0
1663,AL022006,2006,UNNAMED,0,0
1664,AL032006,2006,BERYL,1,0
1665,AL042006,2006,CHRIS,0,0
1666,AL052006,2006,DEBBY,0,0
1667,AL062006,2006,ERNESTO,4,1
1668,AL072006,2006,FLORENCE,0,1
1669,AL082006,2006,GORDON,0,3
1670,AL092006,2006,HELENE,0,3
1671,AL102006,2006,ISAAC,0,1
1672,AL012007,2007,ANDREA,0,1
1673,AL022007,2007,BARRY,1,0
1674,AL032007,2007,CHANTAL,0,0
1675,AL042007,2007,DEAN,2,5
1676,AL052007,2007,ERIN,1,0
1677,AL062007,2007,FELIX,2,5
1678,AL072007,2007,GABRIELLE,1,0
1679,AL082007,2007,INGRID,0,0
1680,AL092007,2007,HUMBERTO,1,1
1681,AL102007,2007,TEN,1,0
1682,AL112007,2007,JERRY,0,0
1683,AL122007,2007,KAREN,0,1
1684,AL132007,2007,LORENZO,1,1
1685,AL142007,2007,MELISSA,0,0
1686,AL152007,2007,FIFTEEN,0,0
1687,AL162007,2007,NOEL,4,1
1688,AL172007,2007,OLGA,2,0
1689,AL012008,2008,ARTHUR,1,0
1690,AL022008,2008,BERTHA,0,3
1691,AL032008,2008,CRISTOBAL,0,0
1692,AL042008,2008,DOLLY,3,2
1693,AL052008,2008,EDOUARD,1,0
1694,AL062008,2008,FAY,7,0
1695,AL072008,2008,GUSTAV,6,4
1696,AL082008,2008,HANNA,3,1
1697,AL092008,2008,IKE,4,4
1698,AL102008,2008,JOSEPHINE,0,0
1699,AL112008,2008,KYLE,1,1
1700,AL122008,2008,LAURA,0,1
1701,AL132008,2008,MARCO,1,0
1702,AL142008,2008,NANA,0,0
1703,AL152008,2008,OMAR,0,4
1704,AL162008,2008,SIXTEEN,1,0
1705,AL172008,2008,PALOMA,1,4
1706,AL012009,2009,ONE,0,0
1707,AL022009,2009,ANA,0,0
1708,AL032009,2009,BILL,1,4
1709,AL042009,2009,CLAUDETTE,1,0
1710,AL052009,2009,DANNY,0,0
1711,AL062009,2009,ERIKA,1,0
1712,AL072009,2009,FRED,0,3
1713,AL082009,2009,EIGHT,0,0
1714,AL092009,2009,GRACE,0,0
1715,AL102009,2009,HENRI,0,0
1716,AL112009,2009,IDA,1,2
1717,AL012010,2010,ALEX,2,2
1718,AL022010,2010,TWO,1,0
1719,AL032010,2010,BONNIE,3,0
1720,AL042010,2010,COLIN,0,0
1721,AL052010,2010,FIVE,0,0
1722,AL062010,2010,DANIELLE,0,4
1723,AL072010,2010,EARL,2,4
1724,AL082010,2010,FIONA,0,0
1725,AL092010,2010,GASTON,0,0
1726,AL102010,2010,HERMINE,1,0
1727,AL112010,2010,IGOR,1,4
1728,AL122010,2010,JULIA,0,4
1729,AL132010,2010,KARL,2,3
1730,AL142010,2010,LISA,0,1
1731,AL152010,2010,MATTHEW,2,0
1732,AL162010,2010,NICOLE,0,0
1733,AL172010,2010,OTTO,0,1
1734,AL182010,2010,PAULA,2,2
1735,AL192010,2010,RICHARD,1,2
1736,AL202010,2010,SHARY,0,1
1737,AL212010,2010,TOMAS,3,2
1738,AL012011,2011,ARLENE,1,0
1739,AL022011,2011,BRET,0,0
1740,AL032011,2011,CINDY,0,0
1741,AL042011,2011,DON,1,0
1742,AL052011,2011,EMILY,0,0
1743,AL062011,2011,FRANKLIN,0,0
1744,AL072011,2011,GERT,0,0
1745,AL082011,2011,HARVEY,2,0
1746,AL092011,2011,IRENE,9,3
1747,AL102011,2011,TEN,0,0
1748,AL112011,2011,JOSE,0,0
1749,AL122011,2011,KATIA,0,4
1750,AL202011,2011,UNNAMED,0,0
1751,AL132011,2011,LEE,1,0
1752,AL142011,2011,MARIA,1,1
1753,AL152011,2011,NATE,1,1
1754,AL162011,2011,OPHELIA,0,4
1755,AL172011,2011,PHILIPPE,0,1
1756,AL182011,2011,RINA,1,3
1757,AL192011,2011,SEAN,0,0
1758,AL012012,2012,ALBERTO,0,0
1759,AL022012,2012,BERYL,1,0
1760,AL032012,2012,CHRIS,0,1
1761,AL042012,2012,DEBBY,1,0
1762,AL052012,2012,ERNESTO,3,2
1763,AL062012,2012,FLORENCE,0,0
1764,AL072012,2012,HELENE,1,0
1765,AL082012,2012,GORDON,1,2
1766,AL092012,2012,ISAAC,4,1
1767,AL102012,2012,JOYCE,0,0
1768,AL112012,2012,KIRK,0,2
1769,AL122012,2012,LESLIE,0,1
1770,AL132012,2012,MICHAEL,0,3
1771,AL142012,2012,NADINE,0,1
1772,AL152012,2012,OSCAR,0,0
1773,AL162012,2012,PATTY,0,0
1774,AL172012,2012,RAFAEL,0,1
1775,AL182012,2012,SANDY,3,3
1776,AL192012,2012,TONY,0,0
1777,AL012013,2013,ANDREA,1,0
1778,AL022013,2013,BARRY,2,0
1779,AL032013,2013,CHANTAL,0,0
1780,AL042013,2013,DORIAN,0,0
1781,AL052013,2013,ERIN,0,0
1782,AL062013,2013,FERNAND,1,0
1783,AL072013,2013,GABRIELLE,0,0
1784,AL082013,2013,EIGHT,0,0
1785,AL092013,2013,HUMBERTO,0,1
1786,AL102013,2013,INGRID,1,1
1787,AL112013,2013,JERRY,0,0
1788,AL122013,2013,KAREN,0,0
1789,AL132013,2013,LORENZO,0,0
1790,AL142013,2013,MELISSA,0,0
1791,AL152013,2013,UNNAMED,0,0
1792,AL012014,2014,ARTHUR,2,2
1793,AL022014,2014,TWO,0,0
1794,AL032014,2014,BERTHA,1,1
1795,AL042014,2014,CRISTOBAL,0,1
1796,AL052014,2014,DOLLY,1,0
1797,AL062014,2014,EDOUARD,0,3
1798,AL072014,2014,FAY,1,1
1799,AL082014,2014,GONZALO,4,4
1800,AL092014,2014,HANNA,1,0
1801,AL012015,2015,ANA,1,0
1802,AL022015,2015,BILL,1,0
1803,AL032015,2015,CLAUDETTE,0,0
1804,AL042015,2015,DANNY,0,3
1805,AL052015,2015,ERIKA,0,0
1806,AL062015,2015,FRED,0,1
1807,AL072015,2015,GRACE,0,0
1808,AL082015,2015,HENRI,0,0
1809,AL092015,2015,NINE,0,0
1810,AL102015,2015,IDA,0,0
1811,AL112015,2015,JOAQUIN,3,4
1812,AL122015,2015,KATE,0,1
1813,AL012016,2016,ALEX,1,1
1814,AL022016,2016,BONNIE,1,0
1815,AL032016,2016,COLIN,1,0
1816,AL042016,2016,DANIELLE,1,0
1817,AL052016,2016,EARL,3,1
1818,AL062016,2016,FIONA,0,0
1819,AL072016,2016,GASTON,0,3
1820,AL082016,2016,EIGHT,0,0
1821,AL092016,2016,HERMINE,1,1
1822,AL102016,2016,IAN,1,0
1823,AL112016,2016,JULIA,0,0
1824,AL122016,2016,KARL,0,0
1825,AL132016,2016,LISA,0,0
1826,AL142016,2016,MATTHEW,4,5
1827,AL152016,2016,NICOLE,0,4
1828,AL162016,2016,OTTO,1,3
1829,AL012017,2017,ARLENE,0,0
1830,AL022017,2017,BRET,2,0
1831,AL032017,2017,CINDY,1,0
1832,AL042017,2017,FOUR,0,0
1833,AL052017,2017,DON,0,0
1834,AL062017,2017,EMILY,1,0
1835,AL072017,2017,FRANKLIN,2,1
1836,AL082017,2017,GERT,0,2
1837,AL092017,2017,HARVEY,5,4
1838,AL112017,2017,IRMA,7,5
1839,AL122017,2017,JOSE,0,4
1840,AL132017,2017,KATIA,1,2
1841,AL142017,2017,LEE,0,3
1842,AL152017,2017,MARIA,2,5
1843,AL162017,2017,NATE,3,1
1844,AL172017,2017,OPHELIA,1,3
1845,AL182017,2017,PHILIPPE,1,0
1846,AL192017,2017,RINA,0,0
1847,AL012018,2018,ALBERTO,1,0
1848,AL022018,2018,BERYL,0,1
1849,AL032018,2018,CHRIS,0,2
1850,AL042018,2018,DEBBY,0,0
1851,AL052018,2018,ERNESTO,0,0
1852,AL062018,2018,FLORENCE,1,4
1853,AL072018,2018,GORDON,3,0
1854,AL082018,2018,HELENE,0,2
1855,AL092018,2018,ISAAC,0,1
1856,AL102018,2018,JOYCE,0,0
1857,AL112018,2018,ELEVEN,0,0
1858,AL122018,2018,KIRK,1,0
1859,AL132018,2018,LESLIE,0,1
1860,AL142018,2018,MICHAEL,1,5
1861,AL152018,2018,NADINE,0,0
1862,AL162018,2018,OSCAR,0,2
1863,AL012019,2019,ANDREA,0,0
1864,AL022019,2019,BARRY,1,1
1865,AL032019,2019,THREE,0,0
1866,AL042019,2019,CHANTAL,0,0
1867,AL052019,2019,DORIAN,7,5
1868,AL062019,2019,ERIN,0,0
1869,AL072019,2019,FERNAND,1,0
1870,AL082019,2019,GABRIELLE,0,0
1871,AL092019,2019,HUMBERTO,0,3
1872,AL102019,2019,JERRY,0,2
1873,AL112019,2019,IMELDA,1,0
1874,AL122019,2019,KAREN,2,0
1875,AL132019,2019,LORENZO,0,5
1876,AL142019,2019,MELISSA,0,0
1877,AL152019,2019,FIFTEEN,0,0
1878,AL162019,2019,NESTOR,0,0
1879,AL172019,2019,OLGA,0,0
1880,AL182019,2019,PABLO,0,1
1881,AL192019,2019,REBEKAH,0,1
1882,AL202019,2019,SEBASTIEN,0,0
1883,AL012020,2020,ARTHUR,0,0
1884,AL022020,2020,BERTHA,1,0
1885,AL032020,2020,CRISTOBAL,2,0
1886,AL042020,2020,DOLLY,0,0
1887,AL052020,2020,EDOUARD,0,0
1888,AL062020,2020,FAY,1,0
1889,AL072020,2020,GONZALO,1,0
1890,AL082020,2020,HANNA,2,1
1891,AL092020,2020,ISAIAS,4,1
1892,AL102020,2020,TEN,0,0
1893,AL112020,2020,JOSEPHINE,0,0
1894,AL122020,2020,KYLE,0,0
1895,AL132020,2020,LAURA,6,4
1896,AL142020,2020,MARCO,0,1
1897,AL152020,2020,OMAR,0,0
1898,AL162020,2020,NANA,1,1
1899,AL172020,2020,PAULETTE,1,2
1900,AL182020,2020,RENE,0,0
1901,AL192020,2020,SALLY,2,2
1902,AL202020,2020,TEDDY,0,4
1903,AL212020,2020,VICKY,0,0
1904,AL222020,2020,BETA,1,0
1905,AL232020,2020,WILFRED,0,0
1906,AL242020,2020,ALPHA,1,0
1907,AL252020,2020,GAMMA,2,1
1908,AL262020,2020,DELTA,2,4
1909,AL272020,2020,EPSILON,0,3
1910,AL282020,2020,ZETA,2,3
1911,AL292020,2020,ETA,4,4
1912,AL302020,2020,THETA,0,0
1913,AL312020,2020,IOTA,1,4
1914,AL012021,2021,ANA,0,0
1915,AL022021,2021,BILL,0,0
1916,AL032021,2021,CLAUDETTE,1,0
1917,AL042021,2021,DANNY,1,0
1918,AL052021,2021,ELSA,4,1
1919,AL062021,2021,FRED,2,0
1920,AL072021,2021,GRACE,4,3
1921,AL082021,2021,HENRI,2,1
1922,AL092021,2021,IDA,3,4
1923,AL102021,2021,KATE,0,0
1924,AL112021,2021,JULIAN,0,0
1925,AL122021,2021,LARRY,1,3
1926,AL132021,2021,MINDY,1,0
1927,AL142021,2021,NICHOLAS,1,1
1928,AL152021,2021,ODETTE,0,0
1929,AL162021,2021,PETER,0,0
1930,AL172021,2021,ROSE,0,0
1931,AL182021,2021,SAM,0,4
1932,AL192021,2021,TERESA,0,0
1933,AL202021,2021,VICTOR,0,0
1934,AL212021,2021,WANDA,0,0
1935,AL012022,2022,ALEX,0,0
1936,AL022022,2022,BONNIE,1,3
1937,AL032022,2022,COLIN,0,0
1938,AL052022,2022,DANIELLE,0,1
1939,AL062022,2022,EARL,0,2
1940,AL072022,2022,FIONA,6,4
1941,AL082022,2022,GASTON,0,0
1942,AL092022,2022,IAN,5,5
1943,AL102022,2022,HERMINE,0,0
1944,AL112022,2022,ELEVEN,0,0
1945,AL122022,2022,TWELVE,0,0
1946,AL132022,2022,JULIA,4,1
1947,AL142022,2022,KARL,0,0
1948,AL152022,2022,LISA,1,1
1949,AL162022,2022,MARTIN,0,1
1950,AL172022,2022,NICOLE,5,1
