,Code,Year,Name,Landfall Counts,Max Category Rating
0,AL021851,1851,UNNAMED,0,0
1,AL031851,1851,UNNAMED,0,0
2,AL041851,1851,UNNAMED,1,3
3,AL051851,1851,UNNAMED,0,0
4,AL061851,1851,UNNAMED,1,0
5,AL011852,1852,UNNAMED,1,3
6,AL021852,1852,UNNAMED,0,1
7,AL031852,1852,UNNAMED,1,1
8,AL041852,1852,UNNAMED,0,2
9,AL051852,1852,UNNAMED,1,2
10,AL011853,1853,UNNAMED,0,0
11,AL021853,1853,UNNAMED,0,0
12,AL031853,1853,UNNAMED,0,4
13,AL041853,1853,UNNAMED,0,3
14,AL051853,1853,UNNAMED,0,0
15,AL061853,1853,UNNAMED,0,1
16,AL071853,1853,UNNAMED,0,1
17,AL081853,1853,UNNAMED,0,2
18,AL011854,1854,UNNAMED,1,1
19,AL021854,1854,UNNAMED,0,3
20,AL031854,1854,UNNAMED,1,3
21,AL041854,1854,UNNAMED,1,2
22,AL051854,1854,UNNAMED,0,2
23,AL011855,1855,UNNAMED,0,2
24,AL021855,1855,UNNAMED,0,2
25,AL031855,1855,UNNAMED,0,0
26,AL041855,1855,UNNAMED,0,1
27,AL051855,1855,UNNAMED,1,3
28,AL011856,1856,UNNAMED,1,4
29,AL021856,1856,UNNAMED,0,1
30,AL031856,1856,UNNAMED,1,0
31,AL041856,1856,UNNAMED,0,1
32,AL051856,1856,UNNAMED,1,3
33,AL061856,1856,UNNAMED,0,1
34,AL011857,1857,UNNAMED,0,0
35,AL021857,1857,UNNAMED,1,2
36,AL031857,1857,UNNAMED,0,1
37,AL041857,1857,UNNAMED,1,2
38,AL011858,1858,UNNAMED,0,1
39,AL021858,1858,UNNAMED,0,0
40,AL031858,1858,UNNAMED,3,2
41,AL041858,1858,UNNAMED,0,1
42,AL051858,1858,UNNAMED,0,1
43,AL061858,1858,UNNAMED,0,2
44,AL011859,1859,UNNAMED,0,2
45,AL021859,1859,UNNAMED,0,2
46,AL031859,1859,UNNAMED,0,2
47,AL041859,1859,UNNAMED,0,2
48,AL051859,1859,UNNAMED,1,1
49,AL061859,1859,UNNAMED,0,3
50,AL071859,1859,UNNAMED,1,0
51,AL081859,1859,UNNAMED,1,1
52,AL011860,1860,UNNAMED,1,3
53,AL021860,1860,UNNAMED,0,2
54,AL041860,1860,UNNAMED,1,2
55,AL031860,1860,UNNAMED,0,0
56,AL051860,1860,UNNAMED,0,0
57,AL061860,1860,UNNAMED,1,2
58,AL071860,1860,UNNAMED,0,2
59,AL011861,1861,UNNAMED,0,2
60,AL021861,1861,UNNAMED,0,1
61,AL031861,1861,UNNAMED,0,2
62,AL041861,1861,UNNAMED,0,1
63,AL051861,1861,UNNAMED,1,1
64,AL061861,1861,UNNAMED,1,0
65,AL071861,1861,UNNAMED,0,0
66,AL081861,1861,UNNAMED,3,1
67,AL011862,1862,UNNAMED,0,2
68,AL021862,1862,UNNAMED,0,2
69,AL031862,1862,UNNAMED,0,2
70,AL041862,1862,UNNAMED,0,1
71,AL051862,1862,UNNAMED,0,1
72,AL061862,1862,UNNAMED,0,2
73,AL011863,1863,UNNAMED,0,2
74,AL021863,1863,UNNAMED,0,2
75,AL031863,1863,UNNAMED,0,2
76,AL041863,1863,UNNAMED,0,2
77,AL051863,1863,UNNAMED,0,1
78,AL061863,1863,UNNAMED,1,0
79,AL071863,1863,UNNAMED,0,0
80,AL081863,1863,UNNAMED,0,0
81,AL091863,1863,UNNAMED,1,1
82,AL011864,1864,UNNAMED,0,1
83,AL021864,1864,UNNAMED,0,1
84,AL031864,1864,UNNAMED,0,1
85,AL041864,1864,UNNAMED,0,0
86,AL051864,1864,UNNAMED,0,1
87,AL011865,1865,UNNAMED,1,0
88,AL021865,1865,UNNAMED,0,0
89,AL031865,1865,UNNAMED,0,2
90,AL041865,1865,UNNAMED,2,2
91,AL051865,1865,UNNAMED,0,1
92,AL061865,1865,UNNAMED,0,0
93,AL071865,1865,UNNAMED,2,2
94,AL011866,1866,UNNAMED,1,2
95,AL021866,1866,UNNAMED,0,2
96,AL031866,1866,UNNAMED,0,1
97,AL041866,1866,UNNAMED,0,2
98,AL051866,1866,UNNAMED,0,2
99,AL061866,1866,UNNAMED,0,4
100,AL071866,1866,UNNAMED,0,0
101,AL011867,1867,UNNAMED,1,1
102,AL021867,1867,UNNAMED,0,2
103,AL031867,1867,UNNAMED,0,1
104,AL041867,1867,UNNAMED,0,1
105,AL051867,1867,UNNAMED,0,1
106,AL061867,1867,UNNAMED,0,2
107,AL071867,1867,UNNAMED,2,2
108,AL081867,1867,UNNAMED,0,0
109,AL091867,1867,UNNAMED,0,3
110,AL011868,1868,UNNAMED,0,2
111,AL021868,1868,UNNAMED,1,2
112,AL031868,1868,UNNAMED,0,2
113,AL041868,1868,UNNAMED,0,2
114,AL011869,1869,UNNAMED,0,2
115,AL021869,1869,UNNAMED,1,2
116,AL031869,1869,UNNAMED,0,1
117,AL041869,1869,UNNAMED,0,1
118,AL051869,1869,UNNAMED,1,2
119,AL061869,1869,UNNAMED,2,3
120,AL071869,1869,UNNAMED,0,2
121,AL081869,1869,UNNAMED,0,0
122,AL091869,1869,UNNAMED,0,2
123,AL101869,1869,UNNAMED,4,2
124,AL011870,1870,UNNAMED,0,0
125,AL021870,1870,UNNAMED,0,2
126,AL031870,1870,UNNAMED,0,1
127,AL041870,1870,UNNAMED,0,3
128,AL051870,1870,UNNAMED,0,1
129,AL061870,1870,UNNAMED,0,3
130,AL071870,1870,UNNAMED,0,1
131,AL081870,1870,UNNAMED,0,2
132,AL091870,1870,UNNAMED,2,2
133,AL101870,1870,UNNAMED,0,0
134,AL111870,1870,UNNAMED,0,1
135,AL011871,1871,UNNAMED,1,0
136,AL021871,1871,UNNAMED,1,1
137,AL031871,1871,UNNAMED,2,3
138,AL041871,1871,UNNAMED,1,3
139,AL051871,1871,UNNAMED,0,2
140,AL061871,1871,UNNAMED,1,1
141,AL071871,1871,UNNAMED,1,1
142,AL081871,1871,UNNAMED,0,1
143,AL011872,1872,UNNAMED,2,0
144,AL021872,1872,UNNAMED,0,2
145,AL031872,1872,UNNAMED,0,1
146,AL041872,1872,UNNAMED,0,1
147,AL051872,1872,UNNAMED,2,1
148,AL011873,1873,UNNAMED,1,0
149,AL021873,1873,UNNAMED,0,3
150,AL031873,1873,UNNAMED,1,1
151,AL041873,1873,UNNAMED,1,0
152,AL051873,1873,UNNAMED,1,3
153,AL011874,1874,UNNAMED,1,0
154,AL021874,1874,UNNAMED,0,1
155,AL031874,1874,UNNAMED,0,1
156,AL041874,1874,UNNAMED,0,0
157,AL051874,1874,UNNAMED,0,0
158,AL061874,1874,UNNAMED,2,1
159,AL071874,1874,UNNAMED,0,2
160,AL011875,1875,UNNAMED,0,1
161,AL021875,1875,UNNAMED,0,1
162,AL031875,1875,UNNAMED,1,3
163,AL041875,1875,UNNAMED,1,1
164,AL051875,1875,UNNAMED,0,2
165,AL061875,1875,UNNAMED,0,1
166,AL011876,1876,UNNAMED,0,1
167,AL021876,1876,UNNAMED,1,3
168,AL031876,1876,UNNAMED,0,0
169,AL041876,1876,UNNAMED,0,2
170,AL051876,1876,UNNAMED,1,3
171,AL011877,1877,UNNAMED,0,0
172,AL021877,1877,UNNAMED,2,1
173,AL031877,1877,UNNAMED,0,1
174,AL041877,1877,UNNAMED,1,3
175,AL051877,1877,UNNAMED,0,0
176,AL061877,1877,UNNAMED,0,0
177,AL071877,1877,UNNAMED,1,0
178,AL081877,1877,UNNAMED,0,0
179,AL011878,1878,UNNAMED,1,0
180,AL021878,1878,UNNAMED,0,1
181,AL031878,1878,UNNAMED,0,1
182,AL041878,1878,UNNAMED,0,2
183,AL051878,1878,UNNAMED,4,2
184,AL061878,1878,UNNAMED,0,2
185,AL071878,1878,UNNAMED,0,4
186,AL081878,1878,UNNAMED,1,1
187,AL091878,1878,UNNAMED,0,1
188,AL101878,1878,UNNAMED,0,3
189,AL111878,1878,UNNAMED,1,2
190,AL121878,1878,UNNAMED,0,0
191,AL011879,1879,UNNAMED,0,1
192,AL021879,1879,UNNAMED,2,3
193,AL031879,1879,UNNAMED,1,2
194,AL041879,1879,UNNAMED,1,3
195,AL051879,1879,UNNAMED,1,0
196,AL061879,1879,UNNAMED,1,0
197,AL071879,1879,UNNAMED,1,1
198,AL081879,1879,UNNAMED,0,2
199,AL011880,1880,UNNAMED,1,0
200,AL021880,1880,UNNAMED,1,4
201,AL031880,1880,UNNAMED,0,1
202,AL041880,1880,UNNAMED,2,2
203,AL051880,1880,UNNAMED,0,1
204,AL061880,1880,UNNAMED,2,1
205,AL071880,1880,UNNAMED,0,1
206,AL081880,1880,UNNAMED,0,4
207,AL091880,1880,UNNAMED,1,1
208,AL101880,1880,UNNAMED,0,1
209,AL111880,1880,UNNAMED,2,0
210,AL011881,1881,UNNAMED,1,1
211,AL031881,1881,UNNAMED,0,1
212,AL021881,1881,UNNAMED,1,0
213,AL041881,1881,UNNAMED,0,1
214,AL051881,1881,UNNAMED,1,2
215,AL061881,1881,UNNAMED,1,2
216,AL071881,1881,UNNAMED,0,1
217,AL011882,1882,UNNAMED,0,1
218,AL021882,1882,UNNAMED,1,3
219,AL031882,1882,UNNAMED,1,0
220,AL041882,1882,UNNAMED,2,0
221,AL051882,1882,UNNAMED,0,1
222,AL061882,1882,UNNAMED,1,4
223,AL011883,1883,UNNAMED,0,1
224,AL021883,1883,UNNAMED,0,3
225,AL031883,1883,UNNAMED,1,3
226,AL041883,1883,UNNAMED,0,1
227,AL011884,1884,UNNAMED,0,1
228,AL021884,1884,UNNAMED,0,3
229,AL031884,1884,UNNAMED,1,1
230,AL041884,1884,UNNAMED,0,2
231,AL011885,1885,UNNAMED,0,1
232,AL021885,1885,UNNAMED,1,2
233,AL031885,1885,UNNAMED,1,0
234,AL041885,1885,UNNAMED,2,1
235,AL051885,1885,UNNAMED,0,1
236,AL061885,1885,UNNAMED,1,1
237,AL071885,1885,UNNAMED,0,1
238,AL081885,1885,UNNAMED,1,0
239,AL011886,1886,UNNAMED,1,2
240,AL021886,1886,UNNAMED,1,2
241,AL031886,1886,UNNAMED,1,2
242,AL041886,1886,UNNAMED,1,1
243,AL051886,1886,UNNAMED,1,4
244,AL061886,1886,UNNAMED,0,3
245,AL071886,1886,UNNAMED,0,3
246,AL081886,1886,UNNAMED,0,2
247,AL091886,1886,UNNAMED,0,2
248,AL101886,1886,UNNAMED,1,3
249,AL111886,1886,UNNAMED,0,0
250,AL121886,1886,UNNAMED,0,0
251,AL011887,1887,UNNAMED,0,0
252,AL021887,1887,UNNAMED,0,0
253,AL031887,1887,UNNAMED,1,0
254,AL041887,1887,UNNAMED,1,2
255,AL051887,1887,UNNAMED,0,0
256,AL061887,1887,UNNAMED,0,3
257,AL071887,1887,UNNAMED,0,3
258,AL081887,1887,UNNAMED,0,2
259,AL091887,1887,UNNAMED,1,2
260,AL101887,1887,UNNAMED,0,1
261,AL111887,1887,UNNAMED,0,0
262,AL121887,1887,UNNAMED,0,0
263,AL131887,1887,UNNAMED,1,1
264,AL141887,1887,UNNAMED,0,1
265,AL151887,1887,UNNAMED,0,2
266,AL161887,1887,UNNAMED,1,1
267,AL171887,1887,UNNAMED,0,1
268,AL181887,1887,UNNAMED,0,1
269,AL191887,1887,UNNAMED,0,0
270,AL011888,1888,UNNAMED,1,1
271,AL021888,1888,UNNAMED,1,0
272,AL031888,1888,UNNAMED,2,3
273,AL041888,1888,UNNAMED,0,3
274,AL051888,1888,UNNAMED,1,0
275,AL061888,1888,UNNAMED,1,1
276,AL071888,1888,UNNAMED,2,2
277,AL081888,1888,UNNAMED,0,0
278,AL091888,1888,UNNAMED,0,2
279,AL011889,1889,UNNAMED,0,1
280,AL021889,1889,UNNAMED,1,1
281,AL031889,1889,UNNAMED,0,1
282,AL041889,1889,UNNAMED,0,2
283,AL051889,1889,UNNAMED,0,1
284,AL061889,1889,UNNAMED,2,2
285,AL071889,1889,UNNAMED,0,0
286,AL081889,1889,UNNAMED,0,0
287,AL091889,1889,UNNAMED,2,0
288,AL011890,1890,UNNAMED,0,0
289,AL021890,1890,UNNAMED,1,2
290,AL031890,1890,UNNAMED,0,3
291,AL041890,1890,UNNAMED,0,1
292,AL011891,1891,UNNAMED,1,1
293,AL021891,1891,UNNAMED,0,2
294,AL031891,1891,UNNAMED,1,3
295,AL041891,1891,UNNAMED,0,2
296,AL051891,1891,UNNAMED,0,2
297,AL061891,1891,UNNAMED,0,2
298,AL071891,1891,UNNAMED,1,0
299,AL081891,1891,UNNAMED,0,0
300,AL091891,1891,UNNAMED,0,1
301,AL101891,1891,UNNAMED,0,0
302,AL011892,1892,UNNAMED,1,0
303,AL021892,1892,UNNAMED,0,1
304,AL031892,1892,UNNAMED,0,2
305,AL041892,1892,UNNAMED,1,0
306,AL051892,1892,UNNAMED,0,2
307,AL061892,1892,UNNAMED,0,0
308,AL071892,1892,UNNAMED,0,2
309,AL081892,1892,UNNAMED,0,1
310,AL091892,1892,UNNAMED,1,0
311,AL011893,1893,UNNAMED,1,1
312,AL021893,1893,UNNAMED,0,2
313,AL031893,1893,UNNAMED,0,3
314,AL041893,1893,UNNAMED,1,3
315,AL051893,1893,UNNAMED,0,2
316,AL061893,1893,UNNAMED,1,3
317,AL071893,1893,UNNAMED,0,2
318,AL081893,1893,UNNAMED,1,2
319,AL091893,1893,UNNAMED,1,3
320,AL101893,1893,UNNAMED,2,4
321,AL111893,1893,UNNAMED,2,0
322,AL121893,1893,UNNAMED,0,0
323,AL011894,1894,UNNAMED,0,0
324,AL021894,1894,UNNAMED,1,0
325,AL031894,1894,UNNAMED,0,3
326,AL041894,1894,UNNAMED,4,3
327,AL051894,1894,UNNAMED,2,3
328,AL061894,1894,UNNAMED,0,4
329,AL071894,1894,UNNAMED,0,2
330,AL011895,1895,UNNAMED,2,0
331,AL021895,1895,UNNAMED,0,2
332,AL031895,1895,UNNAMED,0,0
333,AL041895,1895,UNNAMED,1,0
334,AL051895,1895,UNNAMED,0,2
335,AL061895,1895,UNNAMED,1,0
336,AL011896,1896,UNNAMED,1,2
337,AL021896,1896,UNNAMED,1,3
338,AL031896,1896,UNNAMED,0,2
339,AL041896,1896,UNNAMED,1,3
340,AL051896,1896,UNNAMED,1,2
341,AL061896,1896,UNNAMED,0,2
342,AL071896,1896,UNNAMED,0,0
343,AL011897,1897,UNNAMED,0,2
344,AL021897,1897,UNNAMED,2,1
345,AL031897,1897,UNNAMED,4,0
346,AL041897,1897,UNNAMED,0,0
347,AL051897,1897,UNNAMED,1,1
348,AL061897,1897,UNNAMED,1,0
349,AL011898,1898,UNNAMED,1,1
350,AL021898,1898,UNNAMED,1,1
351,AL031898,1898,UNNAMED,0,1
352,AL041898,1898,UNNAMED,0,2
353,AL051898,1898,UNNAMED,1,0
354,AL061898,1898,UNNAMED,1,0
355,AL071898,1898,UNNAMED,1,4
356,AL081898,1898,UNNAMED,0,0
357,AL091898,1898,UNNAMED,0,0
358,AL101898,1898,UNNAMED,0,0
359,AL111898,1898,UNNAMED,0,0
360,AL011899,1899,UNNAMED,1,1
361,AL021899,1899,UNNAMED,2,2
362,AL031899,1899,UNNAMED,1,4
363,AL041899,1899,UNNAMED,0,2
364,AL051899,1899,UNNAMED,0,3
365,AL061899,1899,UNNAMED,1,0
366,AL071899,1899,UNNAMED,0,0
367,AL081899,1899,UNNAMED,0,0
368,AL091899,1899,UNNAMED,1,2
369,AL101899,1899,UNNAMED,0,0
370,AL011900,1900,UNNAMED,1,4
371,AL021900,1900,UNNAMED,0,3
372,AL031900,1900,UNNAMED,0,2
373,AL041900,1900,UNNAMED,2,0
374,AL051900,1900,UNNAMED,0,0
375,AL061900,1900,UNNAMED,1,0
376,AL071900,1900,UNNAMED,0,0
377,AL011901,1901,UNNAMED,1,0
378,AL021901,1901,UNNAMED,1,0
379,AL031901,1901,UNNAMED,2,1
380,AL041901,1901,UNNAMED,3,1
381,AL051901,1901,UNNAMED,0,0
382,AL061901,1901,UNNAMED,0,1
383,AL071901,1901,UNNAMED,0,2
384,AL081901,1901,UNNAMED,1,1
385,AL091901,1901,UNNAMED,0,0
386,AL101901,1901,UNNAMED,1,0
387,AL111901,1901,UNNAMED,0,0
388,AL121901,1901,UNNAMED,0,0
389,AL131901,1901,UNNAMED,0,1
390,AL011902,1902,UNNAMED,1,0
391,AL021902,1902,UNNAMED,1,1
392,AL031902,1902,UNNAMED,0,2
393,AL041902,1902,UNNAMED,1,2
394,AL051902,1902,UNNAMED,0,0
395,AL011903,1903,UNNAMED,0,1
396,AL021903,1903,UNNAMED,0,3
397,AL031903,1903,UNNAMED,2,1
398,AL041903,1903,UNNAMED,1,2
399,AL051903,1903,UNNAMED,0,0
400,AL061903,1903,UNNAMED,0,2
401,AL071903,1903,UNNAMED,0,2
402,AL081903,1903,UNNAMED,0,0
403,AL091903,1903,UNNAMED,0,0
404,AL101903,1903,UNNAMED,0,1
405,AL011904,1904,UNNAMED,0,1
406,AL021904,1904,UNNAMED,1,1
407,AL031904,1904,UNNAMED,0,1
408,AL041904,1904,UNNAMED,2,1
409,AL051904,1904,UNNAMED,0,0
410,AL061904,1904,UNNAMED,1,0
411,AL011905,1905,UNNAMED,0,0
412,AL021905,1905,UNNAMED,0,0
413,AL031905,1905,UNNAMED,1,0
414,AL041905,1905,UNNAMED,0,3
415,AL051905,1905,UNNAMED,1,0
416,AL011906,1906,UNNAMED,1,0
417,AL021906,1906,UNNAMED,2,2
418,AL031906,1906,UNNAMED,0,0
419,AL041906,1906,UNNAMED,0,4
420,AL051906,1906,UNNAMED,1,1
421,AL061906,1906,UNNAMED,1,3
422,AL071906,1906,UNNAMED,0,0
423,AL081906,1906,UNNAMED,3,3
424,AL091906,1906,UNNAMED,0,0
425,AL101906,1906,UNNAMED,0,0
426,AL111906,1906,UNNAMED,0,1
427,AL011907,1907,UNNAMED,1,0
428,AL021907,1907,UNNAMED,1,0
429,AL031907,1907,UNNAMED,1,0
430,AL041907,1907,UNNAMED,0,0
431,AL051907,1907,UNNAMED,0,0
432,AL011908,1908,UNNAMED,0,2
433,AL021908,1908,UNNAMED,2,1
434,AL031908,1908,UNNAMED,1,1
435,AL041908,1908,UNNAMED,1,0
436,AL051908,1908,UNNAMED,1,0
437,AL061908,1908,UNNAMED,0,3
438,AL071908,1908,UNNAMED,0,0
439,AL081908,1908,UNNAMED,0,2
440,AL091908,1908,UNNAMED,0,2
441,AL101908,1908,UNNAMED,0,0
442,AL011909,1909,UNNAMED,0,0
443,AL021909,1909,UNNAMED,1,2
444,AL031909,1909,UNNAMED,2,0
445,AL041909,1909,UNNAMED,1,3
446,AL051909,1909,UNNAMED,0,0
447,AL061909,1909,UNNAMED,0,3
448,AL071909,1909,UNNAMED,0,0
449,AL081909,1909,UNNAMED,1,0
450,AL091909,1909,UNNAMED,1,3
451,AL101909,1909,UNNAMED,0,0
452,AL111909,1909,UNNAMED,1,3
453,AL121909,1909,UNNAMED,0,2
454,AL011910,1910,UNNAMED,0,0
455,AL021910,1910,UNNAMED,0,0
456,AL031910,1910,UNNAMED,1,2
457,AL041910,1910,UNNAMED,0,2
458,AL051910,1910,UNNAMED,1,4
459,AL011911,1911,UNNAMED,0,0
460,AL021911,1911,UNNAMED,1,1
461,AL031911,1911,UNNAMED,1,2
462,AL041911,1911,UNNAMED,0,2
463,AL051911,1911,UNNAMED,0,0
464,AL061911,1911,UNNAMED,0,0
465,AL011912,1912,UNNAMED,1,0
466,AL021912,1912,UNNAMED,1,0
467,AL031912,1912,UNNAMED,0,0
468,AL041912,1912,UNNAMED,1,1
469,AL051912,1912,UNNAMED,0,1
470,AL061912,1912,UNNAMED,1,2
471,AL071912,1912,UNNAMED,0,3
472,AL011913,1913,UNNAMED,1,1
473,AL021913,1913,UNNAMED,0,0
474,AL031913,1913,UNNAMED,0,0
475,AL041913,1913,UNNAMED,1,1
476,AL051913,1913,UNNAMED,1,1
477,AL061913,1913,UNNAMED,0,1
478,AL011914,1914,UNNAMED,1,0
479,AL011915,1915,UNNAMED,1,1
480,AL021915,1915,UNNAMED,1,4
481,AL031915,1915,UNNAMED,0,3
482,AL041915,1915,UNNAMED,1,2
483,AL051915,1915,UNNAMED,0,0
484,AL061915,1915,UNNAMED,1,4
485,AL011916,1916,UNNAMED,1,0
486,AL021916,1916,UNNAMED,1,3
487,AL031916,1916,UNNAMED,1,2
488,AL041916,1916,UNNAMED,1,3
489,AL051916,1916,UNNAMED,0,0
490,AL061916,1916,UNNAMED,1,4
491,AL071916,1916,UNNAMED,1,2
492,AL081916,1916,UNNAMED,0,1
493,AL091916,1916,UNNAMED,1,0
494,AL101916,1916,UNNAMED,0,1
495,AL111916,1916,UNNAMED,0,3
496,AL121916,1916,UNNAMED,1,0
497,AL131916,1916,UNNAMED,0,3
498,AL141916,1916,UNNAMED,1,2
499,AL151916,1916,UNNAMED,0,0
500,AL011917,1917,UNNAMED,0,0
501,AL021917,1917,UNNAMED,0,0
502,AL031917,1917,UNNAMED,0,3
503,AL041917,1917,UNNAMED,1,4
504,AL011918,1918,UNNAMED,1,3
505,AL021918,1918,UNNAMED,0,2
506,AL031918,1918,UNNAMED,1,1
507,AL041918,1918,UNNAMED,0,0
508,AL051918,1918,UNNAMED,0,2
509,AL061918,1918,UNNAMED,0,0
510,AL011919,1919,UNNAMED,1,0
511,AL031919,1919,UNNAMED,0,2
512,AL021919,1919,UNNAMED,2,4
513,AL041919,1919,UNNAMED,1,0
514,AL051919,1919,UNNAMED,0,0
515,AL011920,1920,UNNAMED,0,2
516,AL021920,1920,UNNAMED,1,2
517,AL031920,1920,UNNAMED,1,1
518,AL041920,1920,UNNAMED,0,0
519,AL051920,1920,UNNAMED,1,1
520,AL011921,1921,UNNAMED,1,1
521,AL021921,1921,UNNAMED,0,1
522,AL031921,1921,UNNAMED,0,3
523,AL041921,1921,UNNAMED,0,1
524,AL051921,1921,UNNAMED,0,1
525,AL061921,1921,UNNAMED,1,4
526,AL071921,1921,UNNAMED,0,0
527,AL011922,1922,UNNAMED,0,0
528,AL021922,1922,UNNAMED,0,3
529,AL031922,1922,UNNAMED,0,1
530,AL041922,1922,UNNAMED,0,2
531,AL051922,1922,UNNAMED,0,0
532,AL011923,1923,UNNAMED,1,0
533,AL021923,1923,UNNAMED,0,2
534,AL031923,1923,UNNAMED,0,0
535,AL041923,1923,UNNAMED,0,1
536,AL051923,1923,UNNAMED,0,3
537,AL061923,1923,UNNAMED,1,1
538,AL071923,1923,UNNAMED,1,0
539,AL081923,1923,UNNAMED,1,0
540,AL091923,1923,UNNAMED,0,0
541,AL011924,1924,UNNAMED,0,0
542,AL021924,1924,UNNAMED,0,0
543,AL031924,1924,UNNAMED,0,3
544,AL041924,1924,UNNAMED,0,2
545,AL051924,1924,UNNAMED,1,1
546,AL061924,1924,UNNAMED,0,0
547,AL071924,1924,UNNAMED,0,0
548,AL081924,1924,UNNAMED,1,1
549,AL091924,1924,UNNAMED,0,0
550,AL101924,1924,UNNAMED,1,5
551,AL111924,1924,UNNAMED,0,1
552,AL011925,1925,UNNAMED,0,1
553,AL021925,1925,UNNAMED,0,0
554,AL031925,1925,UNNAMED,0,0
555,AL041925,1925,UNNAMED,1,1
556,AL011926,1926,UNNAMED,1,4
557,AL021926,1926,UNNAMED,0,3
558,AL031926,1926,UNNAMED,1,3
559,AL041926,1926,UNNAMED,0,4
560,AL051926,1926,UNNAMED,0,2
561,AL061926,1926,UNNAMED,0,0
562,AL071926,1926,UNNAMED,2,4
563,AL081926,1926,UNNAMED,0,2
564,AL091926,1926,UNNAMED,0,0
565,AL101926,1926,UNNAMED,0,4
566,AL111926,1926,UNNAMED,0,0
567,AL011927,1927,UNNAMED,0,3
568,AL021927,1927,UNNAMED,0,1
569,AL031927,1927,UNNAMED,0,1
570,AL041927,1927,UNNAMED,0,2
571,AL051927,1927,UNNAMED,1,0
572,AL061927,1927,UNNAMED,0,0
573,AL071927,1927,UNNAMED,0,0
574,AL081927,1927,UNNAMED,0,0
575,AL011928,1928,UNNAMED,2,2
576,AL021928,1928,UNNAMED,2,1
577,AL031928,1928,UNNAMED,0,0
578,AL041928,1928,UNNAMED,2,5
579,AL051928,1928,UNNAMED,0,0
580,AL061928,1928,UNNAMED,0,1
581,AL011929,1929,UNNAMED,1,1
582,AL021929,1929,UNNAMED,2,4
583,AL031929,1929,UNNAMED,0,0
584,AL041929,1929,UNNAMED,0,0
585,AL051929,1929,UNNAMED,0,1
586,AL011930,1930,UNNAMED,0,3
587,AL021930,1930,UNNAMED,1,4
588,AL031930,1930,UNNAMED,0,0
589,AL011931,1931,UNNAMED,1,0
590,AL021931,1931,UNNAMED,1,0
591,AL031931,1931,UNNAMED,0,0
592,AL041931,1931,UNNAMED,0,0
593,AL051931,1931,UNNAMED,0,0
594,AL061931,1931,UNNAMED,0,4
595,AL071931,1931,UNNAMED,0,2
596,AL081931,1931,UNNAMED,0,1
597,AL091931,1931,UNNAMED,0,0
598,AL101931,1931,UNNAMED,0,0
599,AL111931,1931,UNNAMED,0,0
600,AL121931,1931,UNNAMED,0,0
601,AL131931,1931,UNNAMED,0,0
602,AL011932,1932,UNNAMED,0,0
603,AL021932,1932,UNNAMED,1,4
604,AL031932,1932,UNNAMED,2,1
605,AL041932,1932,UNNAMED,0,5
606,AL051932,1932,UNNAMED,0,0
607,AL061932,1932,UNNAMED,1,1
608,AL071932,1932,UNNAMED,0,0
609,AL081932,1932,UNNAMED,1,0
610,AL091932,1932,UNNAMED,0,4
611,AL101932,1932,UNNAMED,0,0
612,AL111932,1932,UNNAMED,0,0
613,AL121932,1932,UNNAMED,0,0
614,AL131932,1932,UNNAMED,0,0
615,AL141932,1932,UNNAMED,0,5
616,AL151932,1932,UNNAMED,0,2
